,created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,quoted_status_id,quoted_status_id_str,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,user.id,user.id_str,user.name,user.screen_name,user.location,user.url,user.description,user.translator_type,user.protected,user.verified,user.followers_count,user.friends_count,user.listed_count,user.favourites_count,user.statuses_count,user.created_at,user.utc_offset,user.time_zone,user.geo_enabled,user.lang,user.contributors_enabled,user.is_translator,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.withheld_in_countries,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.text,quoted_status.display_text_range,quoted_status.source,quoted_status.truncated,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.url,quoted_status.user.description,quoted_status.user.translator_type,quoted_status.user.protected,quoted_status.user.verified,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.favourites_count,quoted_status.user.statuses_count,quoted_status.user.created_at,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.quote_count,quoted_status.reply_count,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.entities.hashtags,quoted_status.entities.urls,quoted_status.entities.user_mentions,quoted_status.entities.symbols,quoted_status.entities.media,quoted_status.extended_entities.media,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.filter_level,quoted_status.lang,quoted_status_permalink.url,quoted_status_permalink.expanded,quoted_status_permalink.display,extended_tweet.full_text,extended_tweet.display_text_range,extended_tweet.entities.hashtags,extended_tweet.entities.urls,extended_tweet.entities.user_mentions,extended_tweet.entities.symbols,entities.hashtags,entities.urls,entities.user_mentions,entities.symbols,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.text,retweeted_status.source,retweeted_status.truncated,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.url,retweeted_status.user.description,retweeted_status.user.translator_type,retweeted_status.user.protected,retweeted_status.user.verified,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.favourites_count,retweeted_status.user.statuses_count,retweeted_status.user.created_at,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.withheld_in_countries,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.extended_tweet.full_text,retweeted_status.extended_tweet.display_text_range,retweeted_status.extended_tweet.entities.hashtags,retweeted_status.extended_tweet.entities.urls,retweeted_status.extended_tweet.entities.user_mentions,retweeted_status.extended_tweet.entities.symbols,retweeted_status.quote_count,retweeted_status.reply_count,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.entities.hashtags,retweeted_status.entities.urls,retweeted_status.entities.user_mentions,retweeted_status.entities.symbols,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.filter_level,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.bounding_box.type,place.bounding_box.coordinates,entities.media,extended_entities.media,retweeted_status.possibly_sensitive,quoted_status.place.id,quoted_status.place.url,quoted_status.place.place_type,quoted_status.place.name,quoted_status.place.full_name,quoted_status.place.country_code,quoted_status.place.country,quoted_status.place.bounding_box.type,quoted_status.place.bounding_box.coordinates,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,retweeted_status.display_text_range,retweeted_status.extended_tweet.entities.media,retweeted_status.extended_tweet.extended_entities.media,extended_tweet.entities.media,extended_tweet.extended_entities.media,retweeted_status.entities.media,retweeted_status.extended_entities.media
0,Mon May 30 10:15:13 +0000 2022,1531217662164058114,1531217662164058114,"I guess Call Me If You Get Lost, Adan No Kaze, and either El Ultimo Tour Del Mundo or Once Twice Melody but damn, w… https://t.co/X7ktLoOYqu","[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,,,,,,,,,1.5306105796306043e+18,1530610579630604289,True,0,0,0,0,False,False,False,low,en,[{'tag': None}],1218914339173826561,1218914339173826561,Tomo Aries @ BGM Commissions Open ✨,KPopPapi,@perfumeofficial,https://tomoaries.carrd.co/,Gyaru Vtuber ☆ No/Any Pronouns ☆ 🔞 ☆ DM for BGM Comms ☆ @Team_Poolside Cofounder ☆ @TeamFloofy Veteran ☆ Love Gundam ☆ avi: @piningone ☆ b : @hyakuza_alter,none,False,False,206,1461,2,74024,48919,Sun Jan 19 15:13:25 +0000 2020,,,False,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1445070677090971648/Gzm_a1Tk_normal.jpg,https://pbs.twimg.com/profile_images/1445070677090971648/Gzm_a1Tk_normal.jpg,https://pbs.twimg.com/profile_banners/1218914339173826561/1636564957,True,False,,,,[],Sat May 28 18:02:54 +0000 2022,1.5306105796306043e+18,1530610579630604289,"choose 3 albums from the 2020’s, the rest are gone https://t.co/XTGfHkH7WM","[0, 50]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,4131245177.0,4131245177,andrew • DONT FORGET,keightbush,MMMOOOAAAAAYAYA,,18 // he/him // alice coltrane enthusiast,none,False,False,3024.0,4643.0,18.0,81171.0,44933.0,Sat Nov 07 03:04:55 +0000 2015,,,False,,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,4A913C,000000,000000,000000,False,http://pbs.twimg.com/profile_images/1523857716535603202/5ZSzw_lZ_normal.jpg,https://pbs.twimg.com/profile_images/1523857716535603202/5ZSzw_lZ_normal.jpg,https://pbs.twimg.com/profile_banners/4131245177/1653483262,False,False,,,,[],,,,,False,160.0,69.0,0.0,92.0,[],[],[],[],"[{'id': 1530610566825488384, 'id_str': '1530610566825488384', 'indices': [51, 74], 'media_url': 'http://pbs.twimg.com/media/FT3SM3UXsAABr1v.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FT3SM3UXsAABr1v.jpg', 'url': 'https://t.co/XTGfHkH7WM', 'display_url': 'pic.twitter.com/XTGfHkH7WM', 'expanded_url': 'https://twitter.com/keightbush/status/1530610579630604289/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1419, 'h': 1419, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]","[{'id': 1530610566825488384, 'id_str': '1530610566825488384', 'indices': [51, 74], 'media_url': 'http://pbs.twimg.com/media/FT3SM3UXsAABr1v.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FT3SM3UXsAABr1v.jpg', 'url': 'https://t.co/XTGfHkH7WM', 'display_url': 'pic.twitter.com/XTGfHkH7WM', 'expanded_url': 'https://twitter.com/keightbush/status/1530610579630604289/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1419, 'h': 1419, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]",False,False,False,low,en,https://t.co/4cTAI2O3vy,https://twitter.com/keightbush/status/1530610579630604289,twitter.com/keightbush/sta…,"I guess Call Me If You Get Lost, Adan No Kaze, and either El Ultimo Tour Del Mundo or Once Twice Melody but damn, what a shit list for 2020s albums for the most part lmfao https://t.co/4cTAI2O3vy","[0, 171]",[],"[{'url': 'https://t.co/4cTAI2O3vy', 'expanded_url': 'https://twitter.com/keightbush/status/1530610579630604289', 'display_url': 'twitter.com/keightbush/sta…', 'indices': [172, 195]}]",[],[],[],"[{'url': 'https://t.co/X7ktLoOYqu', 'expanded_url': 'https://twitter.com/i/web/status/1531217662164058114', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mon May 30 08:20:26 +0000 2022,1531188775132737536,1531188775132737536,"Un verano sin ti, YHLQMDLG, el último tour del mundo, X 100pre y oasis les debo la vida 😭",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,,,False,0,0,0,0,False,False,,low,es,[{'tag': None}],1083193511984300032,1083193511984300032,Costilla,costilla_27,,,Un verano sin ti,none,False,False,35,79,0,186,741,Thu Jan 10 02:47:12 +0000 2019,,,False,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1525967971121713152/Q4BEW8JY_normal.jpg,https://pbs.twimg.com/profile_images/1525967971121713152/Q4BEW8JY_normal.jpg,https://pbs.twimg.com/profile_banners/1083193511984300032/1652654124,True,False,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mon May 30 01:04:45 +0000 2022,1531079129344487429,1531079129344487429,escuchar el último tour del mundo y un verano sin ti todo el dia m cura el alma,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,,,False,0,1,0,2,False,False,,low,es,[{'tag': None}],1031730340816211968,1031730340816211968,orne,ornelizzio_,"Buenos Aires, Argentina",https://www.instagram.com/,,none,False,False,733,464,0,13207,13877,Tue Aug 21 02:30:56 +0000 2018,,,True,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1524519771143815168/2owuymZR_normal.jpg,https://pbs.twimg.com/profile_images/1524519771143815168/2owuymZR_normal.jpg,https://pbs.twimg.com/profile_banners/1031730340816211968/1648345480,True,False,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mon May 30 00:44:05 +0000 2022,1531073927857860608,1531073927857860608,"poco se valora el último tour del mundo
https://t.co/newxWGvS4I",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,,,False,0,0,0,0,False,False,False,low,es,[{'tag': None}],1410447120411267074,1410447120411267074,ala,jinplaces,harry's house,,soobin y yo abrazaditos esperando 1989 taylor's version,none,False,False,153,399,0,6562,21265,Thu Jul 01 03:56:22 +0000 2021,,,False,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1530947487799816192/KGloBLed_normal.jpg,https://pbs.twimg.com/profile_images/1530947487799816192/KGloBLed_normal.jpg,https://pbs.twimg.com/profile_banners/1410447120411267074/1653190450,True,False,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[{'url': 'https://t.co/newxWGvS4I', 'expanded_url': 'https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4?si=-AN4kVlgRv6QDw3qLqQmcw&utm_source=copy-link', 'display_url': 'open.spotify.com/track/26QApq0c…', 'indices': [40, 63]}]",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Mon May 30 00:38:04 +0000 2022,1531072415534653441,1531072415534653441,"RT @SalmaGls: La vdd yo creí que El último tour del mundo había sido mi favvvvvvvvv, pero Un verano sin ti essssssss un deleite a mis oídos…",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,,,False,0,0,0,0,False,False,,low,es,[{'tag': None}],413152952,413152952,K.🖤,karymeTss,México,,He llegado a creer que debería haber más hombres con ramos de rosas por la calle y más mujeres con ellas en las manos.,regular,False,False,591,590,2,2112,21302,Tue Nov 15 15:01:19 +0000 2011,,,True,,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,F5ABB5,FFFFFF,252429,666666,False,http://pbs.twimg.com/profile_images/1530215110236594176/m0S9SFrQ_normal.jpg,https://pbs.twimg.com/profile_images/1530215110236594176/m0S9SFrQ_normal.jpg,,False,False,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],"[{'screen_name': 'SalmaGls', 'name': '🌛', 'id': 125698973, 'id_str': '125698973', 'indices': [3, 12]}]",[],Sun May 29 23:17:53 +0000 2022,1.531052238906458e+18,1531052238906458112,"La vdd yo creí que El último tour del mundo había sido mi favvvvvvvvv, pero Un verano sin ti essssssss un deleite a… https://t.co/nNZjthNS2O","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,,,,,125698973.0,125698973,🌛,SalmaGls,,,✨💫❤️‍🔥👁💗🛸🪐🤍 aquí libero mi mente,regular,False,False,1760.0,576.0,9.0,48669.0,35145.0,Tue Mar 23 15:45:55 +0000 2010,,,True,,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,F58EA8,FFFFFF,7EF0BA,FFFFDC,True,http://pbs.twimg.com/profile_images/1524092964288401408/pLhC7YQE_normal.jpg,https://pbs.twimg.com/profile_images/1524092964288401408/pLhC7YQE_normal.jpg,https://pbs.twimg.com/profile_banners/125698973/1650335983,False,False,,,,[],,,,,False,"La vdd yo creí que El último tour del mundo había sido mi favvvvvvvvv, pero Un verano sin ti essssssss un deleite a mis oídos y sentidos🤌🏼🤌🏼🤌🏼","[0, 142]",[],[],[],[],0.0,0.0,1.0,3.0,[],"[{'url': 'https://t.co/nNZjthNS2O', 'expanded_url': 'https://twitter.com/i/web/status/1531052238906458112', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",[],[],False,False,low,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sun May 29 23:17:53 +0000 2022,1531052238906458112,1531052238906458112,"La vdd yo creí que El último tour del mundo había sido mi favvvvvvvvv, pero Un verano sin ti essssssss un deleite a… https://t.co/nNZjthNS2O",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,,,,,,,,,,,False,0,0,1,3,False,False,,low,es,[{'tag': None}],125698973,125698973,🌛,SalmaGls,,,✨💫❤️‍🔥👁💗🛸🪐🤍 aquí libero mi mente,regular,False,False,1760,576,9,48669,35145,Tue Mar 23 15:45:55 +0000 2010,,,True,,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,F58EA8,FFFFFF,7EF0BA,FFFFDC,True,http://pbs.twimg.com/profile_images/1524092964288401408/pLhC7YQE_normal.jpg,https://pbs.twimg.com/profile_images/1524092964288401408/pLhC7YQE_normal.jpg,https://pbs.twimg.com/profile_banners/125698973/1650335983,False,False,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La vdd yo creí que El último tour del mundo había sido mi favvvvvvvvv, pero Un verano sin ti essssssss un deleite a mis oídos y sentidos🤌🏼🤌🏼🤌🏼","[0, 142]",[],[],[],[],[],"[{'url': 'https://t.co/nNZjthNS2O', 'expanded_url': 'https://twitter.com/i/web/status/1531052238906458112', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sun May 29 22:17:50 +0000 2022,1531037124304175105,1531037124304175105,"If you think that Un Verano Sin Ti is Bad Bunny’s best album, then you’ve probably never heard YHLQMDLG, El Último… https://t.co/ePD9SItRHd",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,,,,,,,,,,,False,0,1,0,1,False,False,,low,en,[{'tag': None}],1186472066209370112,1186472066209370112,BIG BB 💗,Ur_Booming_BB,"Huntsville, TX",https://www.instagram.com/ur.booming.bb,• 21|♐️• 🇭🇳• R.I.P. Kasey•,none,False,False,887,844,1,52520,2565,Tue Oct 22 02:39:25 +0000 2019,,,True,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1513661788700782596/5H94nB0A_normal.jpg,https://pbs.twimg.com/profile_images/1513661788700782596/5H94nB0A_normal.jpg,https://pbs.twimg.com/profile_banners/1186472066209370112/1651526827,True,False,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If you think that Un Verano Sin Ti is Bad Bunny’s best album, then you’ve probably never heard YHLQMDLG, El Último Tour Del Mundo, or ANY other Bad Bunny album EVER 🤦🏻‍♀️","[0, 170]",[],[],[],[],[],"[{'url': 'https://t.co/ePD9SItRHd', 'expanded_url': 'https://twitter.com/i/web/status/1531037124304175105', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sun May 29 22:00:50 +0000 2022,1531032845728518144,1531032845728518144,YHLQMDLG &gt; Un Verano Sin Ti &gt; X 100pre &gt; El Ultimo Tour Del Mundo... But man Verano slowly becoming first for me 😅,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,,,False,1,0,0,4,False,False,,low,en,[{'tag': None}],2346266567,2346266567,Humbled J,JC__14,"Bronx, NY",,Learn something new every day kids,none,False,False,387,304,0,41879,37434,Sun Feb 16 06:49:36 +0000 2014,,,True,,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1488754763583868932/oVFKzoNw_normal.jpg,https://pbs.twimg.com/profile_images/1488754763583868932/oVFKzoNw_normal.jpg,https://pbs.twimg.com/profile_banners/2346266567/1570797960,True,False,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3e226ca18cd4ae8,https://api.twitter.com/1.1/geo/id/d3e226ca18cd4ae8.json,country,Haiti,Haiti,HT,Haiti,Polygon,"[[[-74.479824, 18.021426], [-74.479824, 20.089435], [-71.62846, 20.089435], [-71.62846, 18.021426]]]",,,,,,,,,,,,,,,,,,,,,
8,Sun May 29 21:17:50 +0000 2022,1531022025954828289,1531022025954828289,"El último tour del mundo Año:2020
Bad Bunny                         Duración:47min 19 seg https://t.co/eYkBTE3djL","[0, 89]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,1.5310217665790812e+18,1531021766579081216,1.407717613573116e+18,1407717613573115908,Josemtm23,,,,,,,False,0,1,0,0,False,False,False,low,es,[{'tag': None}],1407717613573115908,1407717613573115908,Adioooohhh Piliiiii!,Josemtm23,"Canillas de Aceituno, Norkorea",,"Que la música sea el remedio a todas nuestras penas, y banda sonora de nuestras alegrías",none,False,False,91,660,0,2788,4556,Wed Jun 23 15:10:19 +0000 2021,,,False,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1522460332341538816/cJ-8uUX-_normal.jpg,https://pbs.twimg.com/profile_images/1522460332341538816/cJ-8uUX-_normal.jpg,https://pbs.twimg.com/profile_banners/1407717613573115908/1651817941,True,False,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'id': 1531022018602274821, 'id_str': '1531022018602274821', 'indices': [90, 113], 'media_url': 'http://pbs.twimg.com/media/FT9IagoXEAUaI0U.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FT9IagoXEAUaI0U.jpg', 'url': 'https://t.co/eYkBTE3djL', 'display_url': 'pic.twitter.com/eYkBTE3djL', 'expanded_url': 'https://twitter.com/Josemtm23/status/1531022025954828289/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 640, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 640, 'resize': 'fit'}, 'small': {'w': 640, 'h': 640, 'resize': 'fit'}}}]","[{'id': 1531022018602274821, 'id_str': '1531022018602274821', 'indices': [90, 113], 'media_url': 'http://pbs.twimg.com/media/FT9IagoXEAUaI0U.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FT9IagoXEAUaI0U.jpg', 'url': 'https://t.co/eYkBTE3djL', 'display_url': 'pic.twitter.com/eYkBTE3djL', 'expanded_url': 'https://twitter.com/Josemtm23/status/1531022025954828289/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 640, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 640, 'resize': 'fit'}, 'small': {'w': 640, 'h': 640, 'resize': 'fit'}}}]",,,,,,,,,,,,,,,,,,,
9,Sun May 29 18:20:22 +0000 2022,1530977364510908418,1530977364510908418,El último tour del mundo,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,,,False,0,0,0,0,False,False,,low,es,[{'tag': None}],1629375157,1629375157,João Moderação,helpmytt,"Caruaru, Pernambuco",,,none,False,False,426,45,0,7368,18221,Mon Jul 29 03:14:19 +0000 2013,,,True,,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,FF0000,EEEEEE,EFEFEF,333333,True,http://pbs.twimg.com/profile_images/1217305811506159617/lHPpRn4Z_normal.jpg,https://pbs.twimg.com/profile_images/1217305811506159617/lHPpRn4Z_normal.jpg,https://pbs.twimg.com/profile_banners/1629375157/1571091365,False,False,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
