,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,favorited,retweeted,filter_level,lang,matching_rules,user.id,user.id_str,user.name,user.screen_name,user.location,user.url,user.description,user.translator_type,user.protected,user.verified,user.followers_count,user.friends_count,user.listed_count,user.favourites_count,user.statuses_count,user.created_at,user.utc_offset,user.time_zone,user.geo_enabled,user.lang,user.contributors_enabled,user.is_translator,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.withheld_in_countries,entities.hashtags,entities.urls,entities.user_mentions,entities.symbols,extended_tweet.full_text,extended_tweet.display_text_range,extended_tweet.entities.hashtags,extended_tweet.entities.urls,extended_tweet.entities.user_mentions,extended_tweet.entities.symbols,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.text,retweeted_status.display_text_range,retweeted_status.source,retweeted_status.truncated,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.url,retweeted_status.user.description,retweeted_status.user.translator_type,retweeted_status.user.protected,retweeted_status.user.verified,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.favourites_count,retweeted_status.user.statuses_count,retweeted_status.user.created_at,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.withheld_in_countries,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.extended_tweet.full_text,retweeted_status.extended_tweet.display_text_range,retweeted_status.extended_tweet.entities.hashtags,retweeted_status.extended_tweet.entities.urls,retweeted_status.extended_tweet.entities.user_mentions,retweeted_status.extended_tweet.entities.symbols,retweeted_status.quote_count,retweeted_status.reply_count,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.entities.hashtags,retweeted_status.entities.urls,retweeted_status.entities.user_mentions,retweeted_status.entities.symbols,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.filter_level,retweeted_status.lang,display_text_range,quoted_status_id,quoted_status_id_str,possibly_sensitive,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.text,quoted_status.display_text_range,quoted_status.source,quoted_status.truncated,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.url,quoted_status.user.description,quoted_status.user.translator_type,quoted_status.user.protected,quoted_status.user.verified,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.favourites_count,quoted_status.user.statuses_count,quoted_status.user.created_at,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.quote_count,quoted_status.reply_count,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.entities.hashtags,quoted_status.entities.urls,quoted_status.entities.user_mentions,quoted_status.entities.symbols,quoted_status.entities.media,quoted_status.extended_entities.media,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.filter_level,quoted_status.lang,quoted_status_permalink.url,quoted_status_permalink.expanded,quoted_status_permalink.display,entities.media,extended_entities.media,retweeted_status.user.profile_banner_url,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive,retweeted_status.extended_tweet.entities.media,retweeted_status.extended_tweet.extended_entities.media,extended_tweet.entities.media,extended_tweet.extended_entities.media,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.bounding_box.type,place.bounding_box.coordinates
0,Mon May 30 13:43:41 +0000 2022,1531270120542281729,1531270120542281729,"No que si había fraude iban a salir a las calles 🙄, solo salieron unos muchachos en el portal y ya...","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,0,0,0,0,False,False,low,es,[{'tag': None}],164776093,164776093,leginik,leginik,Bogotá,https://leginik.wixsite.com/leginikphoto,"RealizadoraAudiovisual,Fotógrafa, @RevistaSono.
Instagram @leginik",none,False,False,732,1667,25,7585,5710,Fri Jul 09 18:40:06 +0000 2010,,,True,,False,False,7D6F7D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,050505,000000,B3146E,1F191F,True,http://pbs.twimg.com/profile_images/1521148216506556417/NUGogCgq_normal.jpg,https://pbs.twimg.com/profile_images/1521148216506556417/NUGogCgq_normal.jpg,https://pbs.twimg.com/profile_banners/164776093/1630437510,False,False,,,,[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mon May 30 13:19:15 +0000 2022,1531263974037020672,1531263974037020672,dios creí que nunca iban a salir a hablar personas a las que les de igual el juicio ese de jd porque sinceramente d… https://t.co/5tw05GlTyn,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,,,,,,,,,,False,0,0,0,1,False,False,low,es,[{'tag': None}],3349380244,3349380244,thomas 🐔,dunkworth,Argentina,https://linkr.bio/englishbydunkworth,Prof. de Inglés - @englishbydunk | 20. River Plate.,none,False,False,4181,4386,2,155118,26676,Sun Jun 28 16:29:56 +0000 2015,,,True,,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,1B95E0,000000,000000,000000,False,http://pbs.twimg.com/profile_images/1509565193646346241/wa4Za8zm_normal.jpg,https://pbs.twimg.com/profile_images/1509565193646346241/wa4Za8zm_normal.jpg,https://pbs.twimg.com/profile_banners/3349380244/1631245676,False,False,,,,[],[],"[{'url': 'https://t.co/5tw05GlTyn', 'expanded_url': 'https://twitter.com/i/web/status/1531263974037020672', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",[],[],dios creí que nunca iban a salir a hablar personas a las que les de igual el juicio ese de jd porque sinceramente desde el minuto uno que me re contra soba la poronga lo que pueda pasar con esos dos de verdad no hay nada que me interese menos,"[0, 242]",[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mon May 30 12:24:36 +0000 2022,1531250222357258242,1531250222357258242,"RT @helgaolaya: @MovNaranja3 Jaja que cosa que no aceptan la derrota.  Desde que empezaron a salir boletines ayer, ya estaban diciendo que…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,,,,,False,0,0,0,0,False,False,low,es,[{'tag': None}],1393667972615581706,1393667972615581706,Adriana Carolina,Adriana01634740,,,,none,False,False,15,2,0,2236,77,Sat May 15 20:42:03 +0000 2021,,,False,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,True,False,,,,[],[],[],"[{'screen_name': 'helgaolaya', 'name': 'Helga olaya', 'id': 342712554, 'id_str': '342712554', 'indices': [3, 14]}, {'screen_name': 'MovNaranja3', 'name': 'Movimiento Naranja', 'id': 877236050397147136, 'id_str': '877236050397147136', 'indices': [16, 28]}]",[],,,,,,,Mon May 30 12:07:41 +0000 2022,1.5312459636245668e+18,1531245963624566784,"@MovNaranja3 Jaja que cosa que no aceptan la derrota.  Desde que empezaron a salir boletines ayer, ya estaban dicie… https://t.co/PfVU4v2WiQ","[13, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,1.5311331059768852e+18,1531133105976885250,8.772360503971471e+17,877236050397147136,MovNaranja3,342712554.0,342712554,Helga olaya,helgaolaya,"Bucaramanga, Colombia",,,none,False,False,28.0,245.0,0.0,317.0,162.0,Tue Jul 26 13:25:56 +0000 2011,,,True,,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,False,,,,[],,,,,False,"@MovNaranja3 Jaja que cosa que no aceptan la derrota.  Desde que empezaron a salir boletines ayer, ya estaban diciendo que los iban a robar porque FICO iba de primero.  Ahora por Rodolfo.  Definitivamente el que las hace se las imagina.","[13, 236]",[],[],"[{'screen_name': 'MovNaranja3', 'name': 'Movimiento Naranja', 'id': 877236050397147136, 'id_str': '877236050397147136', 'indices': [0, 12]}]",[],0.0,0.0,1.0,1.0,[],"[{'url': 'https://t.co/PfVU4v2WiQ', 'expanded_url': 'https://twitter.com/i/web/status/1531245963624566784', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'screen_name': 'MovNaranja3', 'name': 'Movimiento Naranja', 'id': 877236050397147136, 'id_str': '877236050397147136', 'indices': [0, 12]}]",[],False,False,low,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mon May 30 12:07:41 +0000 2022,1531245963624566784,1531245963624566784,"@MovNaranja3 Jaja que cosa que no aceptan la derrota.  Desde que empezaron a salir boletines ayer, ya estaban dicie… https://t.co/PfVU4v2WiQ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,1.5311331059768852e+18,1531133105976885250,8.772360503971471e+17,877236050397147136,MovNaranja3,,,,,False,0,0,1,1,False,False,low,es,[{'tag': None}],342712554,342712554,Helga olaya,helgaolaya,"Bucaramanga, Colombia",,,none,False,False,28,245,0,317,162,Tue Jul 26 13:25:56 +0000 2011,,,True,,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,True,False,,,,[],[],"[{'url': 'https://t.co/PfVU4v2WiQ', 'expanded_url': 'https://twitter.com/i/web/status/1531245963624566784', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'screen_name': 'MovNaranja3', 'name': 'Movimiento Naranja', 'id': 877236050397147136, 'id_str': '877236050397147136', 'indices': [0, 12]}]",[],"@MovNaranja3 Jaja que cosa que no aceptan la derrota.  Desde que empezaron a salir boletines ayer, ya estaban diciendo que los iban a robar porque FICO iba de primero.  Ahora por Rodolfo.  Definitivamente el que las hace se las imagina.","[13, 236]",[],[],"[{'screen_name': 'MovNaranja3', 'name': 'Movimiento Naranja', 'id': 877236050397147136, 'id_str': '877236050397147136', 'indices': [0, 12]}]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[13, 140]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Mon May 30 10:31:22 +0000 2022,1531221725165264897,1531221725165264897,@cesar_emilioo Las que no iban a salir,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,1.5312212097441341e+18,1531221209744134145,2651955217.0,2651955217,cesar_emilioo,,,,,False,0,1,0,0,False,False,low,es,[{'tag': None}],745208315056128000,745208315056128000,Santiarredondo🥴,santi_s257,"Adelfas, Madrid",,Solo hablo en temazos//📚UCJC Empresa y tecnología,none,False,False,211,220,0,1353,4706,Tue Jun 21 10:54:42 +0000 2016,,,False,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1524818503328571394/vdTmFQb2_normal.jpg,https://pbs.twimg.com/profile_images/1524818503328571394/vdTmFQb2_normal.jpg,https://pbs.twimg.com/profile_banners/745208315056128000/1637253384,True,False,,,,[],[],[],"[{'screen_name': 'cesar_emilioo', 'name': '🕊️', 'id': 2651955217, 'id_str': '2651955217', 'indices': [0, 14]}]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[15, 38]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mon May 30 05:11:31 +0000 2022,1531141231438331906,1531141231438331906,Aunque nadie me lo diga mi mamá decidio ponermelo para que no se escuchara tan a secas mi nombre ella sabia que me… https://t.co/ooAOOyoSVW,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,1.5311403088299704e+18,1531140308829970432,1.5055687881875988e+18,1505568788187598854,AbrilReyesCr,,,,,False,0,1,0,0,False,False,low,es,[{'tag': None}],1505568788187598854,1505568788187598854,Abril Reyes,AbrilReyesCr,"Cuernavaca, Morelos",,,none,False,False,0,2,0,536,486,Sun Mar 20 15:36:18 +0000 2022,,,False,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1530756383439732738/2A__Zs3G_normal.jpg,https://pbs.twimg.com/profile_images/1530756383439732738/2A__Zs3G_normal.jpg,https://pbs.twimg.com/profile_banners/1505568788187598854/1653445241,True,False,,,,[],[],"[{'url': 'https://t.co/ooAOOyoSVW', 'expanded_url': 'https://twitter.com/i/web/status/1531141231438331906', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",[],[],Aunque nadie me lo diga mi mamá decidio ponermelo para que no se escuchara tan a secas mi nombre ella sabia que me iban a salir con las bromas porque tengo nombre de mes de hecho mi mamá quería que me lo pusieran con la v.,"[0, 222]",[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Mon May 30 03:10:52 +0000 2022,1531110867323875328,1531110867323875328,"Di por hecho que iban a salir mal las cosas y no hice nada por acercarme más a ellAs en específico. :(
no sé si lo… https://t.co/H96KQqFqk1","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,1.5311106338521784e+18,1531110633852178432,1.0284762279405773e+18,1028476227940577280,GxbySkeleton,,,,,False,0,1,0,0,False,False,low,es,[{'tag': None}],1028476227940577280,1028476227940577280,GxbySkeleton,GxbySkeleton,,https://linktr.ee/GxbySkullz,"No me sigas, sálvate del eterno shitposteo a mil por hora. Mi trabajo lo puedes seguir en: http://linktr.ee/GxbySkullz",none,False,False,234,1270,1,34975,31623,Sun Aug 12 03:00:15 +0000 2018,,,False,,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,E81C4F,000000,000000,000000,False,http://pbs.twimg.com/profile_images/1477119909536665602/ypjXlS-R_normal.jpg,https://pbs.twimg.com/profile_images/1477119909536665602/ypjXlS-R_normal.jpg,https://pbs.twimg.com/profile_banners/1028476227940577280/1610348958,False,False,,,,[],[],"[{'url': 'https://t.co/H96KQqFqk1', 'expanded_url': 'https://twitter.com/i/web/status/1531110867323875328', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",[],[],"Di por hecho que iban a salir mal las cosas y no hice nada por acercarme más a ellAs en específico. :(
no sé si lo lamento, pero al menos me duele haberlas 'rechazado' o no haber ntentado algo más por esa razón tan egoísta","[0, 222]",[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mon May 30 02:39:40 +0000 2022,1531103016467709952,1531103016467709952,"@diamaov @Marbelle30 Dianita, los que votamos por fico, somos ganadores, pensé de verdad que iban a ganar sobrados,… https://t.co/gOvugMnXDa","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,1.5310435484848456e+18,1531043548484845575,756003264.0,756003264,diamaov,,,,,False,0,0,0,0,False,False,low,es,[{'tag': None}],1523751107402649601,1523751107402649601,Olguita10,Olguita1011,,,Justa,none,False,False,1,9,0,0,311,Mon May 09 19:46:17 +0000 2022,,,False,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,True,False,,,,[],[],"[{'url': 'https://t.co/gOvugMnXDa', 'expanded_url': 'https://twitter.com/i/web/status/1531103016467709952', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'screen_name': 'diamaov', 'name': 'Diana Osorio', 'id': 756003264, 'id_str': '756003264', 'indices': [0, 8]}, {'screen_name': 'Marbelle30', 'name': 'MARBELLE', 'id': 175609100, 'id_str': '175609100', 'indices': [9, 20]}]",[],"@diamaov @Marbelle30 Dianita, los que votamos por fico, somos ganadores, pensé de verdad que iban a ganar sobrados, pero no el cambio no les salió en primera, jajaja  ni les va a salir, entienda no nos gustan los guerrilleros. En este país somos más los que hemos trabajado para conseguir las cosas","[21, 298]",[],[],"[{'screen_name': 'diamaov', 'name': 'Diana Osorio', 'id': 756003264, 'id_str': '756003264', 'indices': [0, 8]}, {'screen_name': 'Marbelle30', 'name': 'MARBELLE', 'id': 175609100, 'id_str': '175609100', 'indices': [9, 20]}]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[21, 140]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Mon May 30 02:12:14 +0000 2022,1531096114279026688,1531096114279026688,A veces cuando pienso las cosas no salen como lo pensé que iban a salir ja 😆😆no que ridículo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,0,0,0,0,False,False,low,es,[{'tag': None}],796031119875457024,796031119875457024,FruityMf,DesertRunner01,,,https://feetfinder.com/userProfile/Desertrunner@01,none,False,False,88,237,0,7444,2417,Tue Nov 08 16:46:23 +0000 2016,,,False,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1497112646025297920/oMY9Fw4x_normal.jpg,https://pbs.twimg.com/profile_images/1497112646025297920/oMY9Fw4x_normal.jpg,https://pbs.twimg.com/profile_banners/796031119875457024/1634231349,True,False,,,,[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Mon May 30 01:03:46 +0000 2022,1531078883499462658,1531078883499462658,"UVST
YHLQMDLG
EUTD
XSIEMPRE
LAS QUE NO IBAN A SALIR 
Y LAS QUE NO TIENEN ÁLBUM
Te amo @sanbenito https://t.co/wyq3WeRWMv","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,True,0,0,0,0,False,False,low,es,[{'tag': None}],3975995655,3975995655,𝓢𝓔𝓑𝓐𝓢,sebasti4512831,,,"Ando mas pendiente del Conejo malo que de mi vida 🐰🔥
Un verano sin ti

𝔏𝔄 𝔙ℑ𝔇𝔄 𝔈𝔖 𝔐𝔈ℜ𝔒 𝔐𝔄𝔏𝔙ℑ𝔄𝔍𝔈",none,False,False,8,102,0,1324,695,Sat Oct 17 01:27:24 +0000 2015,,,False,,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1522380540837564421/NNGrGyBJ_normal.jpg,https://pbs.twimg.com/profile_images/1522380540837564421/NNGrGyBJ_normal.jpg,https://pbs.twimg.com/profile_banners/3975995655/1651799566,True,False,,,,[],[],"[{'url': 'https://t.co/wyq3WeRWMv', 'expanded_url': 'https://twitter.com/javierpadronn/status/1530698827384115206', 'display_url': 'twitter.com/javierpadronn/…', 'indices': [97, 120]}]","[{'screen_name': 'sanbenito', 'name': '☀️🌊❤️', 'id': 1059542139737128960, 'id_str': '1059542139737128960', 'indices': [86, 96]}]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 96]",1.5306988273841152e+18,1530698827384115206,False,Sat May 28 23:53:34 +0000 2022,1.5306988273841152e+18,1530698827384115206,yo yendo al baño a poner EFECTO de Bad Bunny https://t.co/9jNqhtZs3f,"[0, 44]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,1.415687587935699e+18,1415687587935698944,𝟔𝟔𝟔 🕷,javierpadronn,"Matanzas , Cuba",https://instagram.com/javierpadronn?utm_medium=copy_link,🕸twitteo cosas depresivas y hot,none,False,False,3624.0,967.0,5.0,18007.0,12339.0,Thu Jul 15 15:01:14 +0000 2021,,,True,,False,False,F5F8FA,,,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/1530607092184367105/j6SU2fTI_normal.jpg,https://pbs.twimg.com/profile_images/1530607092184367105/j6SU2fTI_normal.jpg,https://pbs.twimg.com/profile_banners/1415687587935698944/1652543608,True,False,,,,[],,,,,False,869.0,262.0,12105.0,60479.0,[],[],[],[],"[{'id': 1530698818567778304, 'id_str': '1530698818567778304', 'indices': [45, 68], 'media_url': 'http://pbs.twimg.com/media/FT4idyrXsAAQbgG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FT4idyrXsAAQbgG.jpg', 'url': 'https://t.co/9jNqhtZs3f', 'display_url': 'pic.twitter.com/9jNqhtZs3f', 'expanded_url': 'https://twitter.com/javierpadronn/status/1530698827384115206/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]","[{'id': 1530698818567778304, 'id_str': '1530698818567778304', 'indices': [45, 68], 'media_url': 'http://pbs.twimg.com/media/FT4idyrXsAAQbgG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FT4idyrXsAAQbgG.jpg', 'url': 'https://t.co/9jNqhtZs3f', 'display_url': 'pic.twitter.com/9jNqhtZs3f', 'expanded_url': 'https://twitter.com/javierpadronn/status/1530698827384115206/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]",False,False,False,low,es,https://t.co/wyq3WeRWMv,https://twitter.com/javierpadronn/status/1530698827384115206,twitter.com/javierpadronn/…,,,,,,,,,,,,,,,,,,,
